text,vader,textblob,roberta,bert,cnn,lstm,svm,average_score,sentiment,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,avg_sentiment,nouncount_,verbcount_
"I bought a Samsung Galaxy S23 Ultra U. S. Version unlocked and brand new at the significantly reduced price of $969 when it originally sold for $1200.00.  The current top of the line Samsung phone is the S24 Ultra, but there are minimal differences between the S23 Ultra and the S24 Ultra and the $969 that I paid is $330 less than the $1299 price of a new S24 Ultra.  Even with some S24 Ultras selling on sale for $1149, I still saved $180.  Here are some of the minimal differences between the S23 Ultra and the S24 Ultra.  1-The S24 Ultra has AI capability, but it will be coming in software updates to the S23 Ultra and Samsung plans to start charging for it in the future anyway so It's no big deal.  2-For the S24 Ultra, Samsung dispensed with the curved edges of the display found on the S23 Ultra, leaving a flat front (Samsung claims it has 47% less bezel on the sides). That new screen is also brighter with a maximum of 2,600 nits (the S23 Ultra maxed out at 1,750 nits) and thus easier to see in bright daylight. The S24 Ultra's screen is also made of Corning's newest and toughest material, Gorilla Glass Armor, while the S23 has Corning's Gorilla Glass Victus 2.  3-As for cameras, the S24 Ultra inherits most of its predecessor's lenses and sensors but does use a 50-megapixel 5x optical telephoto camera in place of the 10-megapixel 10x optical camera in the S23 Ultra. While the new camera has a shorter optical length, its higher megapixel count should mean photos taken with it are sharper than those shot with the S23's 10x optical camera.  To get to 10x optical length, the S24 Ultra shoots with its 5x optical camera and crop zooms in.  4-The S24 Ultra is powered by a Snapdragon 8 Gen 3 chipset, which is faster than the Snapdragon 8 Gen 2 in the S23 Ultra. Configurations have also been simplified in the new premium phone: you can only get 12GB of RAM and 256GB, 512GB or 1TB of storage (no 8GB RAM option, as there was in the S23 Ultra). The rest of the hardware remains relatively unchanged, although the S24 Ultra should get a minor battery efficiency boost thanks to its newer chipset.  5-Samsung expanded how long it's pledging to support its newest phones. The S24 Ultra comes with Android 14 and will get seven years of Android software and security patches, up from four years in the S23 Ultra (which comes with Android 13). For sustainability, the S24 Ultra has more recycled parts, including cobalt in its battery and rare earth elements in its speakers.  I took all of these minor differences into account and I felt that they weren't worth the $330 difference.  I will look for similar deals on new models that were just replaced with newer models in the future.  I would also advise anyone buying any new cellphone to buy an unlocked U. S. model so you aren't tied to any one cellphone carrier while you are paying off the phone.",0.9812,0.11920339761248852,0.11766375782977401,0.08834244060310192,1.0,0.7076827,1,0.573441760687537,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,171,70
It was hard to use wouldn't let me make calls. Loses Internet easily. Was not happy I returned it.,-0.5103,-0.13958333333333334,-0.8998815221611907,-0.137205220860651,0.0,0.16015755,1,-0.07525893285059304,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,5,5
Why advertize 1 day shipping if they can't deliver on-time? How hard is this? The phone itself works great,0.6199,0.25416666666666665,0.05768775099222356,0.0057175981010467725,0.0,0.83893883,1,0.3966301211489939,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,4,6
Works great and was a great value for the money.,0.891,0.8,0.0007762203764331149,-4.856691782958913e-05,1.0,0.9009362,1,0.6560948342531762,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,3,1
"For the price is definitely good, no face recognition and when is charging is really difficult and almost impossible do the fingerprint reader.",0.1548,-0.15555555555555556,0.04725565683357047,0.06099014450570084,1.0,0.9028381,1,0.43004690810106894,0,Positive,Negative,Negative,Negative,Positive,Positive,Positive,Negative,5,5
This cell I used to Venezuela,0.0,0.0,0.6782372843529116,-0.03388271088449524,0.0,0.8264808,1,0.35297648276318394,1,Neutral,Neutral,Positive,Negative,Negative,Positive,Positive,Negative,1,2
Love the phone hate that a week after purchase the price of the upgraded phone drops $120! Not happy with Amazon!,-0.5574,-0.3333333333333333,-0.03373863361355589,-0.4459264716796072,0.0,0.8649858,1,0.07065534071497002,-1,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,8,1
I give it 4 stars only because the phone gets too hot.  after that everything is perfect.,0.5719,0.4166666666666667,0.001782049318438922,0.002831295527678246,0.0,3.064262e-06,1,0.28474043939640425,0,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,3,3
Realmente este teléfono tiene todo lo que necesito no tengo ni una queja.,-0.296,0.0,0.6502169281028012,-0.0019153455421687116,0.0,0.74944377,1,0.3002493360022269,-1,Negative,Neutral,Positive,Negative,Negative,Positive,Positive,Negative,9,1
I bought one of these for my S22+ and this one for the SS24+. It fits like a glove and the screen protector come in as insurance as well.,0.5574,0.0,0.1073985393098986,0.0003666879350104832,1.0,0.8741205,1,0.5056122430152291,1,Positive,Neutral,Negative,Negative,Positive,Positive,Positive,Neutral,8,3
"I was warned. I didnt listen. The fold will eventually start to crack, the keyboard will start acting weird, and eventually the joints will stop working. For the price, I should have this phone for a few years. Instead, it lasted four months. The fact that they dont have ANY legit cases for this phone should be all you need to know. Its a nice idea, but the design isnt there yet.",-0.1531,-0.024999999999999994,0.047948993845079,0.09444168788416185,0.0,2.0710954e-06,1,0.13775610754638057,0,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,17,14
"I've had this phone 7 months. It's starting to have problems sending and receiving texts. Sometimes I don't receive a text that was sent until the next day. The keyboard is not aligned correctly which is very frustrating (since day one). Just about every letter is off, seems like it's getting worse. I do not recommend because it's not lasting, a waste of almost $300",-0.7408,-0.18666666666666668,-0.9506935409152838,-0.050069396846168734,0.0,0.38578907,1,-0.07749150541071478,0,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,17,19
On/off button is very slow and not responsive. Has gotten worse over time. This is with having a case on since arrival.,-0.6381,-0.395,-0.9319432883120358,0.08206493121762026,0.0,1.9691452e-06,1,-0.12613948399275082,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,6,5
Excelente product,0.0,0.0,0.3429582462803167,-0.0009820023014522694,1.0,0.9136021,1,0.4650826225289456,-1,Neutral,Neutral,Negative,Negative,Positive,Positive,Positive,Neutral,2,0
Works well. I feel this item should be no more the 200 tops. Nothing special. Heavy brick compared to my moto.,0.3005,-0.030952380952380953,0.4138995112014563,0.016850131087857878,1.0,0.81128204,1,0.5016541857179418,1,Positive,Negative,Negative,Negative,Positive,Positive,Positive,Neutral,7,5
"This phone is NOT compatible with T-Mobile or Sprint.  It doesn't work with VoLTE which means T-Mobile doesn't like it, and sprint resellers like Boost Mobile won't touch it at all.  Your only options for carrier will be Verizon, AT&T, or a resellers of those.  Be warned, it may be unlocked, but it's not compatible with a lot of options, despite what a social media Rep for Samsung told me, several reviewers say, and the listings imply.",0.1268,0.011111111111111112,-0.6503022213522338,-0.12503427328164696,0.0,1.0775022e-06,1,0.051796527711353964,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,27,9
Yes,0.4019,0.0,0.1755221298958105,-0.02467249888091516,0.49981737,0.8563615,1,0.4155612158218213,1,Positive,Neutral,Negative,Negative,Neutral,Positive,Positive,Negative,0,0
